snapshot_date,store_id,product_id,units_on_hand,units_reserved
2025-01-01,7,55,104,1
2025-01-01,7,105,111,8
2025-01-01,7,20,157,33
2025-01-01,7,23,89,28
2025-01-01,7,25,155,24
2025-01-01,7,2,105,20
2025-01-01,7,54,65,14
2025-01-01,7,109,174,26
2025-01-01,7,118,41,7
2025-01-01,7,113,285,32
2025-01-01,7,62,77,0
2025-01-01,7,27,124,34
2025-01-01,7,84,1,1
2025-01-01,7,99,298,21
2025-01-01,7,46,258,26
2025-01-01,7,64,71,4
2025-01-01,7,60,287,21
2025-01-01,7,48,102,4
2025-01-01,8,94,245,11
2025-01-01,8,14,259,4
2025-01-01,8,13,126,10
2025-01-01,8,85,212,20
2025-01-01,8,21,297,32
2025-01-01,8,66,143,21
2025-01-01,8,102,5,1
2025-01-01,8,11,102,31
2025-01-01,8,61,25,22
2025-01-01,8,64,88,38
2025-01-01,8,106,142,1
2025-01-01,8,79,115,31
2025-01-01,8,4,184,13
2025-01-01,8,27,176,40
2025-01-01,8,83,101,6
2025-01-01,8,51,102,9
2025-01-01,8,56,128,21
2025-01-01,8,50,64,28
2025-01-01,8,105,168,26
2025-01-01,8,30,231,6
2025-01-01,8,114,298,40
2025-01-01,8,117,175,3
2025-01-01,8,96,127,3
2025-01-01,8,80,189,25
2025-01-01,8,39,256,29
2025-01-01,9,73,259,32
2025-01-01,9,8,86,0
2025-01-01,9,60,37,20
2025-01-01,9,106,61,17
2025-01-01,9,9,300,29
2025-01-01,9,17,226,31
2025-01-01,9,93,211,17
2025-01-01,9,103,294,5
2025-01-01,9,51,125,25
2025-01-01,9,43,43,26
2025-01-01,9,20,180,28
2025-01-01,9,37,211,22
2025-01-01,9,81,70,32
2025-01-01,9,38,85,8
2025-01-01,9,117,198,6
2025-01-01,9,71,290,20
2025-01-01,9,79,137,36
2025-01-01,9,10,12,2
2025-01-01,9,66,288,19
2025-01-01,9,46,287,16
2025-01-01,9,21,297,18
2025-01-01,9,96,97,16
2025-01-01,9,78,163,29
2025-01-01,9,102,245,26
2025-01-01,9,31,202,4
2025-01-01,10,96,96,9
2025-01-01,10,117,106,36
2025-01-01,10,31,186,37
2025-01-01,10,71,96,24
2025-01-01,10,70,7,1
2025-01-01,10,113,296,18
2025-01-01,10,57,44,9
2025-01-01,10,44,235,1
2025-01-01,10,82,212,24
2025-01-01,10,115,54,35
2025-01-01,10,3,167,14
2025-01-01,10,104,209,2
2025-01-01,10,99,271,31
2025-01-01,10,5,273,2
2025-01-01,10,94,224,8
2025-01-01,10,76,0,0
2025-01-01,10,12,14,14
2025-01-01,10,93,114,40
2025-01-01,10,48,109,35
2025-01-01,10,78,281,6
2025-01-01,10,45,34,10
2025-01-01,10,120,5,4
2025-01-01,10,52,218,25
2025-01-01,10,58,244,27
2025-01-01,10,67,112,28
2025-01-01,11,21,166,31
2025-01-01,11,3,146,12
2025-01-01,11,26,208,31
2025-01-01,11,84,244,2
2025-01-01,11,58,162,16
2025-01-01,11,29,200,28
2025-01-01,11,38,103,38
2025-01-01,11,104,124,4
2025-01-01,11,33,200,16
2025-01-01,11,66,2,2
2025-01-01,11,115,174,17
2025-01-01,11,49,217,35
2025-01-01,11,47,272,31
2025-01-01,11,55,123,3
2025-01-01,11,63,181,33
2025-01-01,11,1,257,27
2025-01-01,11,60,273,7
2025-01-01,11,83,29,27
2025-01-01,11,13,82,21
2025-01-01,11,76,108,6
2025-01-01,11,82,69,37
2025-01-01,11,93,90,27
2025-01-01,11,105,214,8
2025-01-01,11,45,161,17
2025-01-01,11,52,253,32
2025-01-01,12,119,28,28
2025-01-01,12,7,17,14
2025-01-01,12,91,107,33
2025-01-01,12,5,259,20
2025-01-01,12,74,131,25
2025-01-01,12,42,225,14
2025-01-01,12,68,158,31
2025-01-01,12,120,144,15
2025-01-01,12,40,205,36
2025-01-01,12,2,118,36
2025-01-01,12,12,16,8
2025-01-01,12,104,53,13
2025-01-01,12,38,54,36
2025-01-01,12,50,271,20
2025-01-01,12,16,294,24
2025-01-01,12,41,254,4
2025-01-01,12,79,268,14
2025-01-01,12,61,73,6
2025-01-01,12,97,102,0
2025-01-01,12,111,179,18
2025-01-01,12,6,64,34
2025-01-01,12,4,129,11
2025-01-01,12,10,183,40
2025-01-01,12,76,34,6
2025-01-01,12,88,44,37
2025-01-01,13,85,116,8
2025-01-01,13,6,126,35
2025-01-01,13,26,277,28
2025-01-01,13,101,214,29
2025-01-01,13,46,199,27
2025-01-01,13,78,18,12
2025-01-01,13,39,84,33
2025-01-01,13,100,295,20
2025-01-01,13,2,36,12
2025-01-01,13,75,158,1
2025-01-01,13,38,108,36
2025-01-01,13,22,240,35
2025-01-01,13,87,111,34
2025-01-01,13,111,236,18
2025-01-01,13,37,148,12
2025-01-01,13,9,10,8
2025-01-01,13,24,51,32
2025-01-01,13,41,100,26
2025-01-01,13,74,122,10
2025-01-01,13,59,291,13
2025-01-01,13,81,229,0
2025-01-01,13,113,92,24
2025-01-01,13,77,195,15
2025-01-01,13,5,261,10
2025-01-01,13,91,2,1
2025-01-01,14,16,69,35
2025-01-01,14,45,282,38
2025-01-01,14,40,69,2
2025-01-01,14,73,116,3
2025-01-01,14,11,79,33
2025-01-01,14,72,227,20
2025-01-01,14,42,224,17
2025-01-01,14,120,17,11
2025-01-01,14,29,257,39
2025-01-01,14,112,95,15
2025-01-01,14,110,6,1
2025-01-01,14,14,213,0
2025-01-01,14,10,193,28
2025-01-01,14,62,250,33
2025-01-01,14,67,246,7
2025-01-01,14,55,86,17
2025-01-01,14,8,241,11
2025-01-01,14,44,193,20
2025-01-01,14,58,174,29
2025-01-01,14,59,32,12
2025-01-01,14,52,207,18
2025-01-01,14,101,295,26
2025-01-01,14,65,244,16
2025-01-01,14,108,186,6
2025-01-01,14,77,158,20
2025-01-01,15,30,57,33
2025-01-01,15,59,187,6
2025-01-01,15,46,52,7
2025-01-01,15,102,161,27
2025-01-01,15,23,243,15
2025-01-01,15,118,118,34
2025-01-01,15,58,176,4
2025-01-01,15,96,163,29
2025-01-01,15,39,219,18
2025-01-01,15,108,215,31
2025-01-01,15,112,18,11
2025-01-01,15,90,30,21
2025-01-01,15,111,211,34
2025-01-01,15,68,4,4
2025-01-01,15,70,278,12
2025-01-01,15,19,258,13
2025-01-01,15,42,34,14
2025-01-01,15,18,132,27
2025-01-01,15,113,165,3
2025-01-01,15,55,90,31
2025-01-01,15,85,163,32
2025-01-01,15,79,219,3
2025-01-01,15,75,127,40
2025-01-01,15,7,153,22
2025-01-01,15,94,192,12
2025-01-01,16,92,68,25
2025-01-01,16,31,98,34
2025-01-01,16,114,278,0
2025-01-01,16,27,103,10
2025-01-01,16,104,137,9
2025-01-01,16,71,237,5
2025-01-01,16,75,193,7
2025-01-01,16,20,268,24
2025-01-01,16,32,82,32
2025-01-01,16,39,193,37
2025-01-01,16,81,236,16
2025-01-01,16,47,246,26
2025-01-01,16,18,92,13
2025-01-01,16,36,240,1
2025-01-01,16,103,107,35
2025-01-01,16,42,176,17
2025-01-01,16,59,240,35
2025-01-01,16,7,227,11
2025-01-01,16,44,211,33
2025-01-01,16,10,49,36
2025-01-01,16,41,96,7
2025-01-01,16,102,79,11
2025-01-01,16,96,292,17
2025-01-01,16,62,46,11
2025-01-01,16,69,114,8
2025-01-01,17,67,84,20
2025-01-01,17,101,275,33
2025-01-01,17,93,122,5
2025-01-01,17,1,133,0
2025-01-01,17,115,26,7
2025-01-01,17,102,177,25
2025-01-01,17,114,115,1
2025-01-01,17,51,103,10
2025-01-01,17,24,258,9
2025-01-01,17,45,220,30
2025-01-01,17,31,97,20
2025-01-01,17,91,155,39
2025-01-01,17,76,4,2
2025-01-01,17,33,228,37
2025-01-01,17,97,279,24
2025-01-01,17,13,184,28
2025-01-01,17,66,51,27
2025-01-01,17,47,257,37
2025-01-01,17,36,223,8
2025-01-01,17,44,47,12
2025-01-01,17,48,75,23
2025-01-01,17,116,30,16
2025-01-01,17,9,213,11
2025-01-01,17,71,276,26
2025-01-01,17,80,274,20
2025-01-01,18,50,148,25
2025-01-01,18,38,239,13
2025-01-01,18,82,201,13
2025-01-01,18,27,39,25
2025-01-01,18,39,103,15
2025-01-01,18,58,8,8
2025-01-01,18,120,150,24
2025-01-01,18,7,21,3
2025-01-01,18,91,240,10
2025-01-01,18,112,201,9
2025-01-01,18,69,263,0
2025-01-01,18,70,120,13
2025-01-01,18,23,207,19
2025-01-01,18,117,25,16
2025-01-01,18,3,145,31
2025-01-01,18,75,144,36
2025-01-01,18,22,41,40
2025-01-01,18,47,46,27
2025-01-01,18,71,122,16
2025-01-01,18,115,113,2
2025-01-01,18,108,117,6
2025-01-01,18,68,31,6
2025-01-01,18,78,198,26
2025-01-01,18,85,120,24
2025-01-01,18,83,220,11
2025-01-01,19,101,0,0
2025-01-01,19,19,269,27
2025-01-01,19,69,40,2
2025-01-01,19,36,195,26
2025-01-01,19,47,22,21
2025-01-01,19,112,30,5
2025-01-01,19,41,199,0
2025-01-01,19,40,151,26
2025-01-01,19,10,9,1
2025-01-01,19,38,226,16
2025-01-01,19,120,171,12
2025-01-01,19,1,261,40
2025-01-01,19,70,54,24
2025-01-01,19,83,68,19
2025-01-01,19,43,142,4
2025-01-01,19,60,12,6
2025-01-01,19,80,199,40
2025-01-01,19,49,251,34
2025-01-01,19,20,278,18
2025-01-01,19,21,163,30
2025-01-01,19,75,113,9
2025-01-01,19,46,38,27
2025-01-01,19,115,178,3
2025-01-01,19,14,90,17
2025-01-01,19,107,78,13
2025-01-01,20,104,124,1
2025-01-01,20,69,177,40
2025-01-01,20,75,15,13
2025-01-01,20,25,222,28
2025-01-01,20,45,48,16
2025-01-01,20,35,276,21
2025-01-01,20,100,119,14
2025-01-01,20,33,101,7
2025-01-01,20,111,255,5
2025-01-01,20,2,130,29
2025-01-01,20,60,294,20
2025-01-01,20,10,182,16
2025-01-01,20,107,33,10
2025-01-01,20,9,288,35
2025-01-01,20,84,84,18
2025-01-01,20,112,296,11
2025-01-01,20,91,80,0
2025-01-01,20,61,92,32
2025-01-01,20,101,281,4
2025-01-01,20,22,182,11
2025-01-01,20,80,24,16
2025-01-01,20,68,300,22
2025-01-01,20,48,71,7
2025-01-01,20,4,225,25
2025-01-01,20,102,280,0
2025-02-01,1,16,27,7
2025-02-01,1,109,86,23
2025-02-01,1,21,23,23
2025-02-01,1,55,86,31
2025-02-01,1,79,128,38
2025-02-01,1,57,203,9
2025-02-01,1,22,122,35
2025-02-01,1,43,117,32
2025-02-01,1,6,144,18
2025-02-01,1,42,24,24
2025-02-01,1,102,118,30
2025-02-01,1,8,201,22
2025-02-01,1,63,131,13
2025-02-01,1,99,299,37
2025-02-01,1,30,136,9
2025-02-01,1,95,287,22
2025-02-01,1,18,268,1
2025-02-01,1,36,97,14
2025-02-01,1,100,13,8
2025-02-01,1,78,210,40
2025-02-01,1,9,130,6
2025-02-01,1,106,147,35
2025-02-01,1,101,210,15
2025-02-01,1,38,65,37
2025-02-01,1,31,23,16
2025-02-01,2,41,30,19
2025-02-01,2,108,26,15
2025-02-01,2,3,129,18
2025-02-01,2,43,131,30
2025-02-01,2,8,293,14
2025-02-01,2,101,290,6
2025-02-01,2,111,36,30
2025-02-01,2,35,63,31
2025-02-01,2,88,128,0
2025-02-01,2,67,15,6
2025-02-01,2,65,131,22
2025-02-01,2,87,201,33
2025-02-01,2,14,258,17
2025-02-01,2,117,271,25
2025-02-01,2,76,168,31
2025-02-01,2,4,106,30
2025-02-01,2,120,150,17
2025-02-01,2,16,193,25
2025-02-01,2,73,193,0
2025-02-01,2,17,226,8
2025-02-01,2,28,112,25
2025-02-01,2,61,193,3
2025-02-01,2,64,149,30
2025-02-01,2,22,134,6
2025-02-01,2,119,75,0
2025-02-01,3,73,186,7
2025-02-01,3,14,205,1
2025-02-01,3,71,70,25
2025-02-01,3,1,168,30
2025-02-01,3,25,225,23
2025-02-01,3,57,67,27
2025-02-01,3,68,214,35
2025-02-01,3,78,148,35
2025-02-01,3,27,26,6
2025-02-01,3,66,50,27
2025-02-01,3,83,100,25
2025-02-01,3,20,240,33
2025-02-01,3,46,35,29
2025-02-01,3,17,161,9
2025-02-01,3,106,133,35
2025-02-01,3,70,34,15
2025-02-01,3,90,173,15
2025-02-01,3,76,249,24
2025-02-01,3,82,137,10
2025-02-01,3,37,263,14
2025-02-01,3,117,112,0
2025-02-01,3,40,107,39
2025-02-01,3,28,183,15
2025-02-01,3,103,187,8
2025-02-01,3,32,203,2
2025-02-01,4,68,250,12
2025-02-01,4,85,230,29
2025-02-01,4,70,18,8
2025-02-01,4,45,20,18
2025-02-01,4,25,213,29
2025-02-01,4,24,273,4
2025-02-01,4,78,158,23
2025-02-01,4,108,199,21
2025-02-01,4,73,294,30
2025-02-01,4,61,230,14
2025-02-01,4,31,197,6
2025-02-01,4,38,16,6
2025-02-01,4,94,128,1
2025-02-01,4,4,175,30
2025-02-01,4,12,105,25
2025-02-01,4,11,277,37
2025-02-01,4,33,49,3
2025-02-01,4,81,265,1
2025-02-01,4,79,150,7
2025-02-01,4,64,254,20
2025-02-01,4,96,219,39
2025-02-01,4,39,142,13
2025-02-01,4,60,16,15
2025-02-01,4,43,82,6
2025-02-01,4,35,257,32
2025-02-01,5,60,169,28
2025-02-01,5,87,284,26
2025-02-01,5,120,230,7
2025-02-01,5,107,74,24
2025-02-01,5,9,167,30
2025-02-01,5,90,81,35
2025-02-01,5,96,34,9
2025-02-01,5,56,300,7
2025-02-01,5,75,85,31
2025-02-01,5,77,287,39
2025-02-01,5,13,273,32
2025-02-01,5,50,187,10
2025-02-01,5,41,132,36
2025-02-01,5,66,298,4
2025-02-01,5,61,207,1
2025-02-01,5,24,271,18
2025-02-01,5,30,51,22
2025-02-01,5,54,286,21
2025-02-01,5,32,188,12
2025-02-01,5,40,238,14
2025-02-01,5,116,31,17
2025-02-01,5,16,109,29
2025-02-01,5,5,213,13
2025-02-01,5,34,63,33
2025-02-01,5,70,164,23
2025-02-01,6,74,189,26
2025-02-01,6,52,23,4
2025-02-01,6,65,122,7
2025-02-01,6,3,26,23
2025-02-01,6,118,216,19
2025-02-01,6,110,20,14
2025-02-01,6,16,248,10
2025-02-01,6,57,299,26
2025-02-01,6,101,268,10
2025-02-01,6,81,90,35
2025-02-01,6,33,257,21
2025-02-01,6,115,156,9
2025-02-01,6,72,232,13
2025-02-01,6,94,136,16
2025-02-01,6,13,248,36
2025-02-01,6,35,76,23
2025-02-01,6,100,58,38
2025-02-01,6,40,245,12
2025-02-01,6,1,210,26
2025-02-01,6,102,164,17
2025-02-01,6,8,228,23
2025-02-01,6,97,260,29
2025-02-01,6,105,286,15
2025-02-01,6,5,247,4
2025-02-01,6,58,30,26
2025-02-01,7,93,54,30
2025-02-01,7,42,148,14
2025-02-01,7,25,10,4
2025-02-01,7,77,31,10
2025-02-01,7,100,179,24
2025-02-01,7,120,30,1
2025-02-01,7,19,150,7
2025-02-01,7,46,102,6
2025-02-01,7,84,209,25
2025-02-01,7,95,253,29
2025-02-01,7,117,180,9
2025-02-01,7,8,245,0
2025-02-01,7,106,224,7
2025-02-01,7,57,79,28
2025-02-01,7,92,294,29
2025-02-01,7,65,52,28
2025-02-01,7,60,220,13
2025-02-01,7,16,166,0
2025-02-01,7,73,210,18
2025-02-01,7,119,91,29
2025-02-01,7,118,80,36
2025-02-01,7,111,12,11
2025-02-01,7,52,150,13
2025-02-01,7,1,262,35
2025-02-01,7,83,51,31
2025-02-01,8,96,139,30
2025-02-01,8,54,64,21
2025-02-01,8,61,214,3
2025-02-01,8,51,144,24
2025-02-01,8,18,239,32
2025-02-01,8,115,80,2
2025-02-01,8,22,104,27
2025-02-01,8,113,10,6
2025-02-01,8,58,55,20
2025-02-01,8,5,179,2
2025-02-01,8,19,94,25
2025-02-01,8,99,33,15
2025-02-01,8,45,131,1
2025-02-01,8,40,241,14
2025-02-01,8,32,47,8
2025-02-01,8,10,79,3
2025-02-01,8,117,221,24
2025-02-01,8,83,224,27
2025-02-01,8,30,207,20
2025-02-01,8,75,146,0
2025-02-01,8,9,166,14
2025-02-01,8,41,91,17
2025-02-01,8,67,80,40
2025-02-01,8,107,58,26
2025-02-01,8,55,289,17
2025-02-01,9,29,193,28
2025-02-01,9,43,285,35
2025-02-01,9,120,197,18
2025-02-01,9,93,182,21
2025-02-01,9,22,190,8
2025-02-01,9,66,209,7
2025-02-01,9,100,161,7
2025-02-01,9,57,15,14
2025-02-01,9,10,5,5
2025-02-01,9,61,178,23
2025-02-01,9,72,254,0
2025-02-01,9,88,186,10
2025-02-01,9,2,191,2
2025-02-01,9,47,287,25
2025-02-01,9,110,272,31
2025-02-01,9,9,136,18
2025-02-01,9,31,47,8
2025-02-01,9,68,97,21
2025-02-01,9,5,300,37
2025-02-01,9,119,279,37
2025-02-01,9,59,222,11
2025-02-01,9,118,162,35
2025-02-01,9,24,203,38
2025-02-01,9,15,77,25
2025-02-01,9,99,126,20
2025-02-01,10,57,128,37
2025-02-01,10,4,171,13
2025-02-01,10,5,34,11
2025-02-01,10,50,232,12
2025-02-01,10,84,136,16
2025-02-01,10,24,171,33
2025-02-01,10,43,10,10
2025-02-01,10,88,33,31
2025-02-01,10,45,216,10
2025-02-01,10,9,57,12
2025-02-01,10,47,137,26
2025-02-01,10,12,45,25
2025-02-01,10,63,141,24
2025-02-01,10,107,39,20
2025-02-01,10,102,76,27
2025-02-01,10,77,171,15
2025-02-01,10,101,77,9
2025-02-01,10,59,65,16
2025-02-01,10,92,230,2
2025-02-01,10,110,261,6
2025-02-01,10,10,1,0
2025-02-01,10,76,138,33
2025-02-01,10,26,55,10
2025-02-01,10,62,298,28
2025-02-01,10,68,37,35
2025-02-01,11,70,249,38
2025-02-01,11,35,127,0
2025-02-01,11,6,7,0
2025-02-01,11,104,165,32
2025-02-01,11,112,277,37
2025-02-01,11,73,6,2
2025-02-01,11,78,260,2
2025-02-01,11,87,279,7
2025-02-01,11,33,137,1
2025-02-01,11,32,98,13
2025-02-01,11,59,144,1
2025-02-01,11,103,174,2
2025-02-01,11,106,283,7
2025-02-01,11,39,24,10
2025-02-01,11,72,192,14
2025-02-01,11,88,174,33
2025-02-01,11,102,221,37
2025-02-01,11,84,19,5
2025-02-01,11,97,54,15
2025-02-01,11,117,35,6
2025-02-01,11,16,210,26
2025-02-01,11,18,291,19
2025-02-01,11,52,214,1
2025-02-01,11,67,70,40
2025-02-01,11,15,38,10
2025-02-01,12,117,260,35
2025-02-01,12,38,134,37
2025-02-01,12,57,164,38
2025-02-01,12,59,38,11
2025-02-01,12,111,199,0
2025-02-01,12,56,296,9
2025-02-01,12,104,0,0
2025-02-01,12,34,114,5
2025-02-01,12,19,132,27
2025-02-01,12,66,189,26
2025-02-01,12,15,181,31
2025-02-01,12,20,61,26
2025-02-01,12,94,200,22
2025-02-01,12,91,251,32
2025-02-01,12,96,49,13
2025-02-01,12,97,11,4
2025-02-01,12,45,294,39
2025-02-01,12,74,176,3
2025-02-01,12,69,155,15
2025-02-01,12,25,256,36
2025-02-01,12,51,202,18
2025-02-01,12,21,51,25
2025-02-01,12,7,138,22
2025-02-01,12,60,20,16
2025-02-01,12,35,197,9
2025-02-01,13,117,291,23
2025-02-01,13,96,185,31
2025-02-01,13,94,128,20
2025-02-01,13,74,278,25
2025-02-01,13,42,60,32
2025-02-01,13,25,6,5
2025-02-01,13,106,165,32
2025-02-01,13,17,102,36
2025-02-01,13,103,125,19
2025-02-01,13,113,18,16
2025-02-01,13,29,112,23
2025-02-01,13,3,138,40
2025-02-01,13,62,142,9
2025-02-01,13,19,242,32
2025-02-01,13,35,271,22
2025-02-01,13,97,289,34
2025-02-01,13,72,261,7
2025-02-01,13,64,88,0
2025-02-01,13,50,221,39
2025-02-01,13,33,196,23
2025-02-01,13,13,195,39
2025-02-01,13,24,100,11
2025-02-01,13,54,189,38
2025-02-01,13,100,212,9
2025-02-01,13,28,234,27
2025-02-01,14,92,287,2
2025-02-01,14,21,82,8
2025-02-01,14,18,263,1
2025-02-01,14,31,45,29
2025-02-01,14,55,254,5
2025-02-01,14,70,13,6
2025-02-01,14,117,66,36
2025-02-01,14,11,151,23
2025-02-01,14,108,9,2
2025-02-01,14,23,197,36
2025-02-01,14,62,146,17
2025-02-01,14,44,232,14
2025-02-01,14,30,186,13
2025-02-01,14,33,142,6
2025-02-01,14,16,144,15
2025-02-01,14,115,37,1
2025-02-01,14,27,111,11
2025-02-01,14,80,122,7
2025-02-01,14,99,270,27
2025-02-01,14,79,218,29
2025-02-01,14,94,293,40
2025-02-01,14,45,25,13
2025-02-01,14,109,216,40
2025-02-01,14,83,249,16
2025-02-01,14,110,240,30
2025-02-01,15,84,279,28
2025-02-01,15,83,240,30
2025-02-01,15,18,177,14
2025-02-01,15,101,96,18
2025-02-01,15,7,72,8
2025-02-01,15,95,166,13
2025-02-01,15,13,115,39
2025-02-01,15,11,66,8
2025-02-01,15,87,135,8
2025-02-01,15,8,184,31
2025-02-01,15,38,244,28
2025-02-01,15,1,92,29
2025-02-01,15,72,233,16
2025-02-01,15,30,185,28
2025-02-01,15,67,173,3
2025-02-01,15,33,84,6
2025-02-01,15,32,266,33
2025-02-01,15,99,176,11
2025-02-01,15,61,47,6
2025-02-01,15,73,144,33
2025-02-01,15,23,158,27
2025-02-01,15,51,17,7
2025-02-01,15,3,193,12
2025-02-01,15,113,271,14
2025-02-01,15,120,298,25
2025-02-01,16,95,188,32
2025-02-01,16,103,159,28
2025-02-01,16,70,243,3
2025-02-01,16,64,196,36
2025-02-01,16,71,125,37
2025-02-01,16,111,90,33
2025-02-01,16,66,174,15
2025-02-01,16,39,66,40
2025-02-01,16,23,27,4
2025-02-01,16,108,162,19
2025-02-01,16,105,208,5
2025-02-01,16,3,214,30
2025-02-01,16,102,148,26
2025-02-01,16,100,227,28
2025-02-01,16,106,268,4
2025-02-01,16,88,266,36
2025-02-01,16,37,264,27
2025-02-01,16,61,110,26
2025-02-01,16,43,40,14
2025-02-01,16,92,293,20
2025-02-01,16,82,148,40
2025-02-01,16,101,167,37
2025-02-01,16,77,69,4
2025-02-01,16,73,58,35
2025-02-01,16,32,171,28
2025-02-01,17,23,252,29
2025-02-01,17,30,291,5
2025-02-01,17,82,245,35
2025-02-01,17,43,78,8
2025-02-01,17,118,10,0
2025-02-01,17,7,281,7
2025-02-01,17,12,11,0
2025-02-01,17,81,49,16
2025-02-01,17,36,91,32
2025-02-01,17,60,208,26
2025-02-01,17,28,29,12
2025-02-01,17,65,93,20
2025-02-01,17,64,43,20
2025-02-01,17,75,250,20
2025-02-01,17,56,300,21
2025-02-01,17,18,55,16
2025-02-01,17,52,298,2
2025-02-01,17,90,289,25
2025-02-01,17,26,227,6
2025-02-01,17,66,7,0
2025-02-01,17,76,0,0
2025-02-01,17,49,180,32
2025-02-01,17,46,247,11
2025-02-01,17,38,139,10
2025-02-01,17,74,89,30
2025-02-01,18,114,169,4
2025-02-01,18,90,92,13
2025-02-01,18,84,131,13
2025-02-01,18,38,120,20
