order_item_id,order_id,product_id,quantity,unit_price_cents,discount_cents
150,48,65,1,4507,0
151,48,65,2,4507,0
152,49,82,2,18424,0
153,49,19,1,11142,0
154,49,5,2,14566,5826
155,49,112,3,12552,0
156,49,12,1,12827,0
157,50,60,3,11428,0
158,50,103,3,5913,0
159,51,16,3,16574,0
160,51,54,2,6057,0
161,52,56,3,6365,0
162,52,75,3,11852,7111
163,52,74,4,10688,0
164,53,25,1,6048,0
165,53,61,1,14827,0
166,53,107,4,9833,0
167,54,39,3,14312,0
168,54,91,3,13920,0
169,54,96,1,13341,0
170,55,84,2,17517,0
171,56,96,3,13341,0
172,56,3,2,10120,0
173,56,43,3,6697,0
174,56,20,3,5873,0
175,56,49,2,12310,0
176,57,12,4,12827,0
177,57,59,3,15685,0
178,57,39,2,14312,0
179,57,105,1,3889,0
180,58,104,3,12378,0
181,58,116,1,17316,3463
182,58,90,2,14361,0
183,59,91,1,13920,0
184,60,83,2,6769,0
185,60,25,3,6048,0
186,60,41,4,17486,0
187,61,45,3,9792,0
188,61,94,3,8255,0
189,61,22,1,1139,0
190,61,119,3,9676,0
191,61,7,2,11612,0
192,62,119,4,9676,0
193,62,40,3,3223,1933
194,62,11,4,9600,0
195,62,12,4,12827,0
196,62,40,4,3223,0
197,63,60,4,11428,0
198,63,62,1,8096,0
199,63,61,2,14827,0
200,64,106,3,6244,0
201,65,27,4,13324,5329
202,65,74,3,10688,0
203,65,31,2,14346,0
204,66,23,3,9609,0
205,66,78,1,6042,0
206,66,78,4,6042,0
207,66,84,1,17517,0
208,67,80,4,12272,0
209,67,91,3,13920,0
210,67,106,3,6244,1873
211,67,95,3,15500,9300
212,68,7,1,11612,0
213,68,15,3,3311,0
214,68,57,4,3774,0
215,68,95,4,15500,0
216,68,57,2,3774,0
217,69,18,1,12060,0
218,69,3,2,10120,2024
219,70,56,2,6365,0
220,70,56,4,6365,0
221,70,29,2,2518,0
222,70,1,4,9280,0
223,70,95,3,15500,0
224,71,15,4,3311,0
225,71,19,3,11142,0
226,71,11,1,9600,0
227,72,70,1,7120,0
228,72,67,4,7048,0
229,72,43,4,6697,0
230,73,97,3,10963,0
231,73,62,2,8096,0
232,73,87,3,7728,4636
233,74,33,2,3249,0
234,74,36,3,3094,0
235,74,15,2,3311,0
236,75,115,1,18515,0
237,75,11,2,9600,0
238,75,110,2,17269,3453
239,75,103,4,5913,0
240,75,58,2,3065,0
241,76,39,4,14312,11449
242,76,30,4,7873,0
243,76,50,4,5963,0
244,76,69,4,6832,0
245,77,113,4,7539,0
246,77,85,3,16803,0
247,77,35,1,6275,0
248,78,111,1,3435,0
249,79,81,1,5592,0
250,80,87,2,7728,0
251,80,33,3,3249,0
252,80,10,4,11118,0
253,80,103,4,5913,0
254,81,50,3,5963,0
255,81,109,3,6041,0
256,81,9,4,9664,0
257,81,80,4,12272,0
258,82,14,1,11445,0
259,82,75,3,11852,0
260,82,119,4,9676,0
261,83,75,1,11852,0
262,83,103,4,5913,0
263,83,52,1,10169,0
264,83,1,4,9280,3712
265,84,11,4,9600,0
266,84,84,2,17517,0
267,84,6,4,18154,0
268,85,25,1,6048,1209
269,86,3,1,10120,0
270,86,44,1,3661,0
271,86,28,4,8632,6905
272,86,20,2,5873,0
273,87,32,2,4849,0
274,88,9,1,9664,0
275,88,78,2,6042,0
276,88,26,4,20438,0
277,88,111,4,3435,0
278,88,91,2,13920,0
279,89,22,3,1139,0
280,89,58,2,3065,0
281,89,18,1,12060,2412
282,89,49,2,12310,0
283,90,92,2,15860,0
284,90,83,3,6769,0
285,90,54,2,6057,2422
286,90,92,1,15860,0
287,91,31,2,14346,0
288,91,69,1,6832,0
289,91,115,2,18515,0
290,91,82,2,18424,0
291,91,25,1,6048,604
292,92,80,4,12272,0
293,92,99,1,3788,0
294,92,21,1,6065,0
295,93,26,3,20438,0
296,93,15,3,3311,0
297,93,31,4,14346,5738
298,93,119,2,9676,0
299,94,82,3,18424,0
300,94,43,2,6697,0
301,95,79,2,3449,1379
302,95,120,2,5893,0
303,95,72,2,12991,0
304,96,42,4,5301,0
305,96,119,2,9676,0
306,97,108,1,13203,0
307,97,31,1,14346,0
308,97,2,4,12227,0
309,97,46,3,14724,0
310,98,100,1,2846,284
311,98,103,2,5913,1182
312,98,24,3,4614,0
313,98,94,1,8255,0
314,98,50,3,5963,0
315,99,67,3,7048,0
316,100,18,3,12060,0
317,100,15,4,3311,2648
318,101,7,1,11612,0
319,101,59,4,15685,0
320,101,111,1,3435,0
321,102,12,1,12827,0
322,102,23,3,9609,0
323,102,14,2,11445,0
324,102,93,2,12182,0
325,103,55,4,16404,0
326,103,38,2,2380,0
327,103,116,2,17316,6926
328,104,39,2,14312,0
329,104,22,3,1139,0
330,104,48,3,16373,0
331,104,19,3,11142,0
332,105,21,2,6065,0
333,105,41,2,17486,0
334,106,16,1,16574,0
335,106,65,2,4507,0
336,106,20,1,5873,1174
337,107,44,1,3661,0
338,107,18,1,12060,0
339,107,52,2,10169,0
340,107,12,3,12827,0
341,108,67,4,7048,0
342,109,37,3,7138,0
343,110,108,4,13203,5281
344,110,18,1,12060,0
345,111,12,1,12827,0
346,111,35,4,6275,0
347,111,61,2,14827,0
348,111,111,4,3435,0
349,112,106,1,6244,0
350,113,4,1,14188,1418
351,113,9,3,9664,0
352,114,67,1,7048,0
353,114,76,1,7617,0
354,114,61,2,14827,0
355,115,38,3,2380,0
356,116,116,3,17316,0
357,116,35,3,6275,0
358,116,76,3,7617,0
359,117,28,2,8632,0
360,118,63,3,14052,0
361,119,29,2,2518,0
362,120,10,1,11118,1111
363,121,33,1,3249,0
364,122,4,1,14188,0
365,122,100,3,2846,0
366,122,46,2,14724,5889
367,123,37,2,7138,2855
368,123,1,1,9280,1856
369,124,56,2,6365,0
370,124,54,1,6057,0
371,124,16,4,16574,0
372,124,18,4,12060,0
373,125,91,4,13920,0
374,125,54,3,6057,1817
375,125,25,1,6048,604
376,126,16,2,16574,0
377,127,78,4,6042,0
378,127,112,4,12552,0
379,128,52,4,10169,0
380,128,19,4,11142,0
381,128,33,4,3249,0
382,128,82,2,18424,0
383,128,99,1,3788,378
384,129,102,1,19317,0
385,130,66,3,16085,0
386,130,108,1,13203,0
387,130,57,1,3774,0
388,130,41,4,17486,0
389,131,57,2,3774,0
390,131,50,4,5963,4770
391,131,90,4,14361,0
392,131,91,4,13920,0
393,132,42,1,5301,0
394,132,6,2,18154,0
395,132,108,1,13203,0
396,133,84,3,17517,0
397,133,92,1,15860,0
398,134,77,1,9170,917
399,134,75,4,11852,0
400,134,13,4,11749,0
401,134,90,2,14361,0
402,135,112,2,12552,0
403,136,13,3,11749,0
404,136,74,4,10688,0
405,136,45,1,9792,0
406,136,39,3,14312,0
407,136,71,3,13141,0
408,137,115,2,18515,0
409,137,28,4,8632,0
410,137,83,4,6769,0
411,137,68,2,17200,0
412,137,19,2,11142,0
413,138,84,2,17517,0
414,138,78,2,6042,0
415,138,15,2,3311,0
416,139,26,2,20438,0
417,140,96,4,13341,0
418,141,51,2,5425,0
419,142,31,1,14346,0
420,143,56,2,6365,0
421,143,23,2,9609,1921
422,144,36,2,3094,0
423,144,95,3,15500,0
424,145,33,4,3249,0
425,145,93,3,12182,0
426,146,39,2,14312,0
427,146,58,3,3065,919
428,147,117,1,8203,0
429,147,66,1,16085,0
430,147,79,3,3449,0
431,147,4,1,14188,0
432,148,95,2,15500,3100
433,148,106,3,6244,0
434,148,116,2,17316,0
435,148,91,3,13920,0
436,148,11,4,9600,0
437,149,7,4,11612,0
438,149,78,3,6042,0
439,150,110,4,17269,0
440,150,95,2,15500,0
441,150,115,3,18515,0
442,150,65,4,4507,0
443,151,4,3,14188,0
444,151,81,4,5592,0
445,152,91,2,13920,2784
446,152,99,3,3788,0
447,152,73,1,4313,0
448,152,31,4,14346,11476
449,153,17,1,12746,0
450,153,34,2,4003,0
451,153,44,4,3661,0
452,154,100,3,2846,0
453,154,120,3,5893,0
454,154,102,3,19317,0
455,155,7,2,11612,0
456,155,30,2,7873,0
457,155,34,2,4003,800
458,155,15,4,3311,0
459,156,116,3,17316,0
460,156,22,3,1139,0
461,157,103,4,5913,0
462,157,118,3,20883,0
463,158,60,3,11428,0
464,158,1,3,9280,5568
465,158,59,3,15685,9411
466,158,17,2,12746,0
467,159,103,4,5913,0
468,159,114,2,10947,0
469,160,46,1,14724,2944
470,160,26,4,20438,0
471,161,12,1,12827,0
472,161,61,2,14827,0
473,161,95,2,15500,6200
474,161,82,1,18424,0
475,162,7,1,11612,2322
476,162,14,4,11445,0
477,162,61,3,14827,0
478,162,76,1,7617,0
479,162,15,4,3311,0
480,163,77,4,9170,3668
481,163,81,3,5592,0
482,163,116,2,17316,0
483,164,22,4,1139,0
484,165,107,3,9833,0
485,165,18,1,12060,0
486,165,109,1,6041,0
487,165,25,1,6048,0
488,166,19,4,11142,0
489,166,15,2,3311,662
490,166,64,4,7238,0
491,166,59,2,15685,0
492,167,55,4,16404,13123
493,167,97,3,10963,0
494,167,52,4,10169,0
495,167,96,4,13341,0
496,168,118,4,20883,0
497,168,81,3,5592,0
498,168,57,1,3774,0
499,168,96,2,13341,0
500,169,55,3,16404,0
501,169,81,2,5592,0
502,169,100,1,2846,0
503,169,17,2,12746,0
504,170,117,3,8203,0
505,170,21,2,6065,2426
506,170,5,1,14566,0
507,171,35,2,6275,2510
508,171,79,1,3449,344
509,171,107,4,9833,0
510,171,14,1,11445,0
511,171,66,1,16085,0
512,172,20,3,5873,0
513,173,44,3,3661,0
514,173,11,3,9600,0
515,173,101,4,5194,0
516,173,88,2,5121,0
517,174,4,4,14188,0
518,174,2,1,12227,0
519,174,41,4,17486,0
520,175,38,4,2380,0
521,175,91,3,13920,0
522,175,45,1,9792,1958
523,175,80,2,12272,2454
524,175,84,2,17517,7006
525,176,11,1,9600,0
526,176,50,2,5963,0
527,176,71,3,13141,0
528,177,77,3,9170,0
529,177,104,3,12378,7426
530,177,15,1,3311,0
531,177,82,3,18424,0
532,177,101,1,5194,0
533,178,95,2,15500,0
534,178,37,2,7138,2855
535,178,99,2,3788,0
536,178,68,2,17200,0
537,178,60,1,11428,0
538,179,48,4,16373,0
539,180,19,2,11142,0
540,180,60,2,11428,4571
541,181,79,4,3449,0
542,182,106,2,6244,0
543,183,9,1,9664,0
544,183,75,3,11852,0
545,183,120,3,5893,1767
546,184,12,4,12827,0
547,184,120,4,5893,0
548,184,6,4,18154,0
549,185,73,1,4313,0
550,185,11,2,9600,3840
551,185,75,1,11852,2370
552,186,32,4,4849,0
553,186,70,3,7120,0
554,187,41,4,17486,0
555,187,15,1,3311,0
556,187,37,2,7138,0
557,187,103,1,5913,0
558,187,54,2,6057,0
559,188,119,3,9676,0
560,188,110,1,17269,0
561,188,31,2,14346,0
562,188,101,4,5194,0
563,189,35,1,6275,0
564,190,27,2,13324,0
565,190,22,2,1139,0
566,190,56,4,6365,0
567,190,109,4,6041,4832
568,190,38,2,2380,0
569,191,76,3,7617,0
570,191,99,1,3788,0
571,192,83,3,6769,2030
572,192,35,2,6275,0
573,192,42,3,5301,0
574,193,90,2,14361,0
575,194,70,1,7120,712
576,195,58,1,3065,0
577,195,3,3,10120,0
578,196,65,3,4507,0
579,196,65,2,4507,0
580,197,25,2,6048,0
581,197,17,1,12746,0
582,197,74,2,10688,0
583,197,25,1,6048,1209
584,197,80,3,12272,0
585,198,91,4,13920,0
586,199,25,3,6048,0
587,199,75,1,11852,0
588,199,92,4,15860,0
589,199,26,2,20438,0
590,200,62,2,8096,0
591,201,76,1,7617,0
592,201,8,1,7345,0
593,201,118,1,20883,0
594,201,107,4,9833,0
595,202,81,4,5592,0
596,203,60,3,11428,0
597,204,46,4,14724,0
598,204,81,4,5592,0
599,204,18,1,12060,0
600,205,38,3,2380,1428
601,205,77,2,9170,0
602,205,66,1,16085,0
603,206,92,3,15860,9516
604,206,43,3,6697,0
605,206,21,1,6065,0
606,206,106,1,6244,0
607,206,1,2,9280,0
608,207,47,1,3212,0
609,208,102,3,19317,0
610,208,4,2,14188,0
611,208,23,2,9609,0
612,208,44,2,3661,0
613,208,3,2,10120,0
614,209,31,3,14346,0
615,209,69,4,6832,0
616,209,16,2,16574,0
617,209,106,2,6244,0
618,210,6,2,18154,0
619,210,106,2,6244,0
620,211,27,1,13324,2664
621,211,9,2,9664,0
622,211,101,3,5194,0
623,211,61,2,14827,0
624,212,83,1,6769,0
625,212,119,2,9676,0
626,212,31,4,14346,0
627,212,56,4,6365,0
628,213,76,1,7617,0
629,213,81,3,5592,0
630,214,34,1,4003,0
631,214,11,3,9600,5760
632,215,26,3,20438,0
633,215,100,3,2846,0
634,215,79,2,3449,1379
635,216,62,2,8096,0
636,217,96,4,13341,0
637,217,11,3,9600,2880
638,217,103,4,5913,0
639,217,59,1,15685,0
640,218,91,4,13920,11136
641,218,39,3,14312,0
642,218,74,1,10688,0
643,218,43,4,6697,0
644,219,12,2,12827,0
645,219,72,2,12991,0
646,219,92,4,15860,0
647,220,68,1,17200,0
648,220,115,4,18515,0
649,220,15,2,3311,0
650,221,21,3,6065,0
651,221,66,4,16085,0
652,221,1,2,9280,0
653,221,110,4,17269,0
654,222,45,3,9792,0
655,222,110,2,17269,0
656,222,23,4,9609,0
657,222,87,2,7728,0
658,223,88,1,5121,0
659,223,96,2,13341,2668
660,223,102,1,19317,0
661,224,4,1,14188,0
662,224,90,4,14361,0
663,224,100,4,2846,1138
664,224,5,1,14566,0
665,225,95,4,15500,0
666,225,110,3,17269,0
667,226,88,1,5121,0
668,227,112,1,12552,0
669,228,103,2,5913,0
670,228,31,2,14346,0
671,228,55,1,16404,0
672,228,110,2,17269,0
673,229,42,2,5301,0
674,229,71,4,13141,0
675,229,30,2,7873,0
676,230,28,4,8632,0
677,230,87,3,7728,0
678,230,48,1,16373,0
679,230,28,4,8632,0
680,231,43,2,6697,0
681,231,118,3,20883,6264
682,232,40,2,3223,0
683,233,31,4,14346,0
684,234,44,2,3661,0
685,234,7,2,11612,0
686,234,79,4,3449,0
687,235,25,1,6048,0
688,236,40,2,3223,0
689,236,56,2,6365,0
690,236,39,3,14312,0
691,236,83,2,6769,0
692,237,102,2,19317,3863
693,237,3,4,10120,0
694,237,11,3,9600,0
695,237,20,2,5873,0
696,238,26,2,20438,0
697,238,2,3,12227,0
698,238,55,4,16404,0
699,238,50,4,5963,0
700,239,33,3,3249,0
701,239,64,3,7238,0
702,239,85,4,16803,0
703,239,32,4,4849,0
704,240,33,2,3249,0
705,240,87,2,7728,0
706,241,68,2,17200,0
707,242,101,1,5194,0
708,242,75,3,11852,0
709,242,100,2,2846,569
710,242,93,3,12182,0
711,243,97,4,10963,0
712,243,48,2,16373,0
713,243,64,2,7238,0
714,244,58,1,3065,0
715,244,11,3,9600,0
716,244,16,3,16574,0
717,244,4,2,14188,0
718,245,106,1,6244,0
719,245,68,1,17200,0
720,245,68,3,17200,5160
721,245,101,3,5194,0
722,245,44,3,3661,0
723,246,116,3,17316,0
724,246,60,4,11428,0
725,246,4,1,14188,0
726,247,1,3,9280,0
727,247,47,1,3212,0
728,248,97,4,10963,0
729,249,22,4,1139,455
730,249,87,2,7728,0
731,249,22,1,1139,0
732,249,95,1,15500,0
733,250,70,4,7120,0
734,250,92,3,15860,9516
735,251,85,4,16803,0
736,251,34,1,4003,0
737,251,15,1,3311,0
738,251,77,2,9170,0
739,252,25,4,6048,0
740,252,103,3,5913,0
741,252,68,2,17200,0
742,252,2,4,12227,0
743,252,109,3,6041,1812
744,253,113,4,7539,0
745,253,28,4,8632,0
746,253,49,1,12310,0
747,254,114,4,10947,0
748,254,109,2,6041,2416
749,255,37,2,7138,2855
750,255,51,1,5425,0
751,255,101,1,5194,0
752,256,107,2,9833,0
753,256,47,1,3212,0
754,257,62,2,8096,0
755,257,67,3,7048,0
756,257,20,4,5873,0
757,258,104,4,12378,4951
758,259,64,2,7238,0
759,260,39,2,14312,0
760,260,9,2,9664,0
761,260,93,1,12182,0
762,260,109,4,6041,0
763,261,1,4,9280,0
764,261,6,2,18154,0
765,262,11,1,9600,0
766,263,87,4,7728,0
767,263,64,3,7238,0
768,263,46,2,14724,0
769,264,18,2,12060,0
770,264,36,2,3094,618
771,265,92,2,15860,0
772,265,10,3,11118,0
773,265,95,3,15500,0
774,265,84,2,17517,0
775,266,35,1,6275,0
776,267,36,1,3094,0
777,267,29,4,2518,0
778,268,72,3,12991,0
779,268,119,1,9676,0
780,268,101,4,5194,0
781,269,87,2,7728,0
782,269,74,3,10688,0
783,270,66,3,16085,0
784,270,56,2,6365,0
785,270,114,1,10947,1094
786,270,103,3,5913,0
787,271,100,3,2846,0
788,272,63,4,14052,0
789,272,90,1,14361,0
790,273,91,1,13920,0
791,273,22,2,1139,0
792,273,47,2,3212,0
793,273,7,4,11612,0
794,273,22,3,1139,0
795,274,51,2,5425,2170
796,274,110,1,17269,3453
797,274,113,4,7539,0
798,274,1,4,9280,0
799,274,46,1,14724,0
800,275,67,2,7048,0
801,275,64,1,7238,0
802,275,87,3,7728,0
803,275,51,3,5425,0
804,275,56,2,6365,0
805,276,15,2,3311,0
806,276,18,4,12060,0
807,277,55,4,16404,0
808,278,17,2,12746,0
809,279,63,3,14052,0
810,279,11,4,9600,0
811,279,20,2,5873,0
812,279,103,1,5913,0
813,280,93,2,12182,0
814,281,56,1,6365,0
815,281,12,1,12827,0
816,282,15,3,3311,0
817,282,45,4,9792,0
818,282,119,1,9676,0
819,283,57,2,3774,0
820,284,43,3,6697,0
821,284,100,3,2846,0
822,285,25,4,6048,0
823,285,71,3,13141,0
824,286,119,3,9676,2902
825,286,82,1,18424,0
826,286,63,4,14052,0
827,287,106,2,6244,1248
828,288,24,1,4614,0
829,288,28,1,8632,1726
830,289,6,2,18154,0
831,289,83,2,6769,0
832,290,82,3,18424,0
833,290,94,3,8255,2476
834,290,119,3,9676,0
835,291,87,1,7728,772
836,291,85,3,16803,10081
837,291,72,2,12991,0
838,291,42,3,5301,0
839,291,82,4,18424,0
840,292,25,4,6048,0
841,292,84,3,17517,0
842,293,13,2,11749,0
843,293,79,1,3449,0
844,293,3,1,10120,0
845,293,17,2,12746,0
846,294,26,2,20438,0
847,295,82,1,18424,0
848,295,6,1,18154,0
849,295,14,4,11445,0
850,296,91,1,13920,0
851,296,15,2,3311,0
852,296,37,3,7138,0
853,296,43,1,6697,0
854,297,90,4,14361,0
855,297,88,3,5121,0
856,298,105,1,3889,0
857,299,109,1,6041,0
858,299,56,3,6365,0
859,299,42,2,5301,0
860,299,50,3,5963,0
861,300,50,4,5963,0
862,300,70,4,7120,0
863,301,93,1,12182,0
864,301,1,2,9280,0
865,302,38,4,2380,0
866,302,114,4,10947,0
867,303,48,1,16373,3274
868,303,10,4,11118,0
869,303,4,2,14188,0
870,303,11,2,9600,0
871,304,93,3,12182,0
872,304,96,3,13341,0
873,304,84,1,17517,0
874,304,20,1,5873,0
875,304,79,2,3449,0
876,305,66,3,16085,4825
877,305,21,3,6065,3639
878,305,49,2,12310,2462
879,305,81,1,5592,0
880,305,24,1,4614,461
881,306,84,4,17517,0
882,306,14,1,11445,0
883,306,79,3,3449,0
884,307,101,3,5194,0
885,308,7,3,11612,0
886,309,43,4,6697,5357
887,310,38,2,2380,0
888,311,68,3,17200,0
889,311,17,3,12746,0
890,311,81,4,5592,0
891,311,95,4,15500,0
892,311,80,1,12272,2454
893,312,65,1,4507,0
894,313,94,4,8255,0
895,313,62,3,8096,2428
896,314,114,2,10947,0
897,314,67,3,7048,0
898,314,91,4,13920,0
899,314,34,1,4003,0
900,315,49,2,12310,0
901,315,114,1,10947,0
902,315,116,4,17316,0
903,316,26,4,20438,0
904,316,41,3,17486,5245
905,316,28,4,8632,0
906,316,60,1,11428,0
907,317,62,2,8096,0
908,317,116,1,17316,1731
909,317,35,3,6275,0
910,317,11,2,9600,0
911,318,119,4,9676,0
912,319,93,4,12182,0
913,319,92,4,15860,12688
914,320,2,2,12227,0
915,320,65,3,4507,0
916,320,90,4,14361,0
917,321,28,2,8632,0
918,322,109,3,6041,0
919,322,119,3,9676,0
920,322,116,1,17316,0
921,323,23,4,9609,0
922,324,120,1,5893,0
923,324,12,1,12827,0
924,324,54,1,6057,0
925,324,101,1,5194,0
926,324,66,1,16085,0
927,325,106,4,6244,0
928,325,110,4,17269,0
929,325,48,2,16373,0
930,326,5,1,14566,0
931,326,106,3,6244,3746
932,326,109,3,6041,0
933,326,75,4,11852,0
934,327,52,3,10169,0
935,327,57,2,3774,0
936,328,27,1,13324,0
937,328,57,1,3774,0
938,328,77,2,9170,0
939,329,24,2,4614,0
940,329,29,3,2518,0
941,329,112,2,12552,2510
942,330,78,1,6042,0
943,330,37,3,7138,0
944,330,10,4,11118,0
945,330,51,1,5425,0
946,331,108,2,13203,0
947,331,2,2,12227,0
948,331,82,1,18424,0
949,331,44,3,3661,0
950,332,4,1,14188,0
951,332,102,2,19317,0
952,332,47,1,3212,0
953,332,42,2,5301,0
954,332,97,2,10963,0
955,333,57,4,3774,0
956,333,23,2,9609,0
957,333,118,3,20883,0
958,333,76,3,7617,0
959,334,81,1,5592,0
960,334,56,2,6365,0
961,334,48,1,16373,0
962,335,46,4,14724,0
963,335,24,3,4614,0
964,335,24,3,4614,0
965,335,28,3,8632,0
966,335,104,3,12378,0
967,336,50,3,5963,0
968,337,91,4,13920,0
969,337,41,2,17486,0
970,337,107,4,9833,0
971,337,36,4,3094,0
972,338,1,4,9280,0
973,338,112,4,12552,0
974,338,70,1,7120,0
975,338,3,1,10120,0
976,338,111,4,3435,0
977,339,113,1,7539,1507
978,339,14,1,11445,0
979,339,110,1,17269,0
980,339,42,4,5301,0
981,340,7,3,11612,0
982,341,76,4,7617,0
983,341,41,2,17486,3497
984,342,36,3,3094,928
985,342,29,1,2518,0
986,342,38,1,2380,0
987,342,111,2,3435,0
988,343,109,4,6041,0
989,343,14,3,11445,0
990,343,77,3,9170,0
991,343,94,4,8255,0
992,344,25,1,6048,0
993,344,22,3,1139,683
994,344,84,1,17517,0
995,344,117,1,8203,0
996,345,72,1,12991,0
997,346,85,4,16803,6721
998,347,84,2,17517,0
999,348,93,4,12182,0
1000,348,13,2,11749,0
1001,348,65,2,4507,0
1002,348,27,3,13324,0
1003,348,94,3,8255,0
1004,349,22,2,1139,0
1005,350,78,3,6042,3625
1006,351,91,3,13920,8352
1007,351,66,2,16085,0
1008,351,13,3,11749,0
1009,351,59,4,15685,12548
1010,351,33,4,3249,0
1011,352,97,1,10963,0
1012,352,54,2,6057,0
1013,352,19,3,11142,0
1014,352,32,4,4849,0
1015,352,100,1,2846,0
1016,353,118,3,20883,0
1017,353,55,3,16404,0
1018,353,6,3,18154,0
1019,354,91,2,13920,0
1020,354,38,2,2380,0
1021,354,37,1,7138,0
1022,354,60,1,11428,0
1023,355,7,3,11612,0
1024,356,11,3,9600,0
1025,356,62,3,8096,0
1026,356,90,4,14361,0
1027,356,120,1,5893,0
1028,356,78,3,6042,0
1029,357,33,2,3249,0
1030,357,26,3,20438,0
1031,358,13,2,11749,0
1032,358,92,3,15860,0
1033,358,91,3,13920,0
1034,358,56,4,6365,0
1035,359,76,3,7617,0
1036,359,71,3,13141,0
1037,360,35,1,6275,0
1038,361,93,2,12182,0
1039,362,108,4,13203,0
1040,363,68,1,17200,0
1041,364,34,4,4003,3202
1042,364,16,4,16574,0
1043,364,3,2,10120,0
1044,364,100,2,2846,0
1045,364,99,2,3788,0
1046,365,61,4,14827,0
1047,366,58,1,3065,0
1048,366,18,4,12060,4824
1049,366,36,1,3094,0
1050,366,66,2,16085,0
1051,366,94,4,8255,0
1052,367,36,3,3094,0
1053,367,112,4,12552,0
1054,368,17,3,12746,0
1055,368,76,3,7617,0
1056,368,111,4,3435,0
1057,369,42,2,5301,0
1058,369,14,2,11445,2289
